AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BEDROOM,SALES_PRICE
KK Nagar,1673,47,2,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,2,3.6,16280140
KK Nagar,2334,153,4,2,6,Family,No,Commercial,AllPub,Paved,RH,3.7,3.4,17422560
Chrompet,1114,106,1,1,3,Partial,No,House,AllPub,Gravel,RM,2.6,4.3,9214700
Chrompet,776,97,1,1,2,Normal Sale,Yes,House,ELO,Paved,RL,3.3,4.4,8237550
Karapakkam,1675,185,2,2,4,AdjLand,Yes,Others,AllPub,Paved,RL,4.6,3.6,10893375
T Nagar,1590,39,1,1,4,AbNormal,Yes,Commercial,AllPub,Gravel,RM,4.6,2.3,20142850
T Nagar,1639,76,1,1,4,Partial,No,Commercial,NoSewr ,Gravel,RM,4,4.5,19704720
Velachery,1712,182,2,1,4,AbNormal,Yes,House,NoSeWa,No Access,I,3.7,4.6,8137800
Adyar,1118,145,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,2.6,3.3,8351070
Adyar,792,93,1,1,2,Partial,No,Commercial,AllPub,Paved,I,4.5,2.5,9522150
Adyar,1190,37,1,1,3,Normal Sale,Yes,House,NoSewr ,No Access,RL,2.4,4,9632875
Chrompet,1243,77,2,1,4,AdjLand,No,House,NoSewr ,Paved,RL,3.6,2.1,9469350
Anna Nagar,1657,105,1,1,4,Normal Sale,No,House,ELO,Gravel,RL,3.1,4.9,12116210
Chrompet,1008,84,1,1,3,Partial,No,Others,NoSeWa,Gravel,RM,2.6,4.6,9324960
Velachery,1658,19,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,I,3.7,4,14086140
KK Nagar,1381,127,2,1,4,Partial,No,Commercial,NoSewr ,Gravel,RM,3.3,3.3,13306740
Karapakkam,929,14,1,1,3,AbNormal,No,Commercial,ELO,Paved,I,3.2,3.5,7698750
Chrompet,1166,31,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,RL,2.6,5,10093170
Chrompet,1239,75,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RH,2.1,4.8,9819130
Chrompet,1231,120,2,1,4,Partial,No,Others,AllPub,Gravel,RH,5,3.3,9592970
Anna Nagar,1973,49,2,1,5,Partial,No,House,ELO,No Access,RM,2.3,2.8,12198380
KK Nagar,2244,98,4,2,6,AdjLand,No,Others,NoSewr ,Paved,RL,4.1,4.2,12356100
Karapakkam,1577,113,2,2,4,Family,Yes,Others,NoSeWa,No Access,A,3.3,4.3,6687375
T Nagar,1854,5,2,1,5,Partial,Yes,Others,NoSeWa,No Access,RH,3.4,2.8,12763900
Chrompet,1109,60,1,1,3,AdjLand,No,Others,ELO,Paved,RM,3.4,3.9,10078530
KK Nagar,1801,115,3,2,5,AdjLand,No,House,AllPub,Gravel,RH,5,3.5,10345940
Chrompet,1257,35,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,RL,2.2,2.5,13773700
Karapakkam,531,41,1,1,2,Partial,No,Others,ELO,No Access,RH,4.2,3,3767125
Karapakkam,1380,185,2,2,4,AbNormal,No,House,NoSeWa,Gravel,RM,2.6,5,8624750
KK Nagar,1758,14,2,1,4,Family,No,House,NoSewr ,Paved,RH,3.9,2.7,8850660
Anna Nagar,1777,192,1,1,4,AbNormal,Yes,House,AllPub,Paved,RM,2.1,4.8,14237800
Anna Nagar,1943,108,2,1,5,Normal Sale,No,Others,NoSewr ,Paved,RL,3.4,2.4,14078710
Velachery,1964,128,3,2,5,Normal Sale,Yes,Others,NoSeWa,No Access,I,5,4.4,10705950
Anna Nagar,1777,139,1,1,4,AdjLand,Yes,Others,ELO,Gravel,RH,2.4,3.5,14138950
Anna Nagar,1751,99,1,1,4,Family,No,House,ELO,No Access,RH,4.9,4.3,10561720
KK Nagar,1573,76,2,1,4,Family,No,House,NoSewr ,Paved,RM,3.2,2.3,9336800
KK Nagar,1438,27,2,1,4,Family,Yes,Commercial,NoSeWa,Gravel,RL,3.2,4.7,13750340
Adyar,925,19,1,1,3,Partial,No,Others,NoSeWa,Paved,RH,3.3,3.2,7487725
Chrompet,1280,78,2,1,4,Family,No,Others,AllPub,Paved,RM,2.4,2.7,10700200
Adyar,947,151,1,1,3,AdjLand,Yes,House,ELO,No Access,RL,2,2,8931410
T Nagar,1981,162,2,1,5,AdjLand,No,Others,AllPub,Paved,RH,3.2,2.1,13923830
KK Nagar,1554,169,2,1,4,Family,No,House,NoSewr ,Gravel,RL,4.5,4.7,9444500
Velachery,1762,196,2,1,4,Normal Sale,Yes,Others,NoSewr ,Paved,A,4.7,4.6,8899780
Anna Nagar,1835,52,2,1,5,Normal Sale,No,House,NoSewr ,No Access,RM,2.2,3.2,12605360
KK Nagar,1351,41,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3,4.4,9914760
Chrompet,750,33,1,1,2,Normal Sale,No,Others,NoSewr ,Gravel,RL,4,3.4,7954750
Velachery,1598,7,2,1,4,AbNormal,No,Commercial,ELO,Gravel,RH,3.1,4.1,13087480
Velachery,1856,52,3,2,5,Partial,Yes,Others,NoSewr ,Gravel,A,3.3,2.5,9430410
Velachery,1584,11,2,1,4,AdjLand,No,House,NoSewr ,No Access,RL,2.3,3.7,8183130
Adyar,852,68,1,1,3,Partial,No,Commercial,ELO,Paved,A,3.9,2.8,8355660
Karapakkam,1650,14,2,2,4,Family,Yes,Commercial,NoSeWa,Paved,A,3,3.9,10554500
Karapakkam,1606,40,2,2,4,Partial,No,House,NoSewr ,Gravel,I,2.1,3.9,7557000
Adyar,1152,80,1,1,3,AbNormal,Yes,House,AllPub,Paved,RL,3.9,3.7,10008685
KK Nagar,1763,79,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RM,4.2,2.9,12182240
Anna Nagar,1969,76,2,1,5,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,4.6,2.1,22916500
Adyar,994,185,1,1,3,Partial,Yes,Others,NoSewr ,No Access,C,4.8,2.8,7205505
T Nagar,1566,68,1,1,4,Partial,No,Others,NoSeWa,Paved,RH,3.4,3.7,11225380
Chrompet,914,52,1,1,3,AdjLand,Yes,Commercial,ELO,No Access,RL,3.1,3.8,12010350
Anna Nagar,1757,19,1,1,4,Normal Sale,No,House,ELO,No Access,RM,4.8,2,11839510
Adyar,1241,62,2,2,4,AdjLand,No,Others,NoSewr ,Paved,RL,4.2,3.3,10568895
Velachery,1926,150,3,2,5,Partial,No,Commercial,NoSewr ,No Access,RL,3.8,4.6,14814620
Velachery,1531,67,2,1,4,AbNormal,No,House,NoSeWa,Paved,A,2.6,4.9,6745340
Adyar,928,126,1,1,3,AbNormal,No,Commercial,AllPub,No Access,RH,4.2,4.3,10595700
Velachery,1716,113,2,1,4,Family,No,House,NoSewr ,Paved,I,4.4,2.8,7777550
Velachery,1637,192,2,1,4,AbNormal,Yes,Others,AllPub,Paved,A,3.6,4.4,9014800
Chrompet,1286,103,2,1,4,Normal Sale,Yes,Others,AllPub,No Access,RL,2.3,3,10675820
Karapakkam,1694,61,2,2,4,AbNormal,No,Commercial,ELO,Paved,I,3.3,3.8,11405500
Chrompet,770,25,1,1,2,AbNormal,No,Commercial,NoSeWa,Gravel,RH,4.4,3.6,9876750
Velachery,1677,199,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,A,4.1,4.3,8859220
Adyar,790,200,1,1,2,Normal Sale,No,Commercial,NoSeWa,Gravel,I,2.7,2.4,9758035
Chrompet,1115,144,1,1,3,Family,Yes,House,ELO,Paved,RL,2.9,4.1,9005600
KK Nagar,1723,86,2,1,4,Family,No,House,AllPub,Paved,RL,2.3,2,9160860
Karapakkam,1013,164,1,1,3,AdjLand,No,Commercial,NoSewr ,No Access,RM,4.1,5,9511000
Karapakkam,1143,29,1,1,3,Partial,No,Others,NoSeWa,No Access,RL,2.6,2.4,5947125
KK Nagar,1676,172,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,RM,3,2.9,15244800
Adyar,960,166,1,1,3,Family,Yes,Others,ELO,Paved,I,3.1,5,8428090
T Nagar,1849,150,2,1,5,Partial,No,House,NoSewr ,Gravel,RM,2.7,3.2,13393470
Karapakkam,850,99,1,1,2,Partial,No,House,NoSeWa,Gravel,A,4.3,2.3,3874500
Chrompet,935,192,1,1,3,Partial,Yes,Commercial,NoSewr ,No Access,RL,4.1,2.1,11529500
Karapakkam,1247,185,1,1,3,AbNormal,Yes,Commercial,AllPub,Gravel,I,3,4.3,10758000
Karapakkam,1420,30,2,2,4,AbNormal,No,Others,NoSeWa,Gravel,RL,5,2.2,9082000
Chrompet,989,1,1,1,3,AdjLand,No,House,AllPub,Gravel,RL,2.9,4,9315900
Chrompet,1227,143,2,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RH,3.4,4.5,8845600
Velachery,1626,102,2,1,4,Normal Sale,No,House,ELO,Paved,I,2.2,3,7257400
Chrompet,787,162,1,1,2,Partial,Yes,Commercial,NoSeWa,No Access,RM,3.4,4.4,10751700
Velachery,1576,46,2,1,4,AbNormal,Yes,House,NoSewr ,No Access,RH,2.8,4.2,8567240
Karapakkam,594,195,1,1,2,Family,No,House,AllPub,No Access,RM,3.9,4.5,5308500
Chrompet,991,105,1,1,3,AdjLand,No,House,NoSeWa,Paved,RM,2.2,4.6,8765000
Karapakkam,684,101,1,1,2,AdjLand,No,House,NoSeWa,Gravel,A,4.3,2.3,3916750
Velachery,1717,26,2,1,4,Normal Sale,No,House,NoSeWa,No Access,I,2.7,2.1,7369890
Adyar,1195,139,1,1,3,Partial,Yes,Others,NoSewr ,Gravel,C,2.2,3.8,9640575
Chrompet,951,73,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RH,2,2.4,11239600
Karapakkam,825,200,1,1,2,Normal Sale,Yes,House,ELO,No Access,RM,2.7,2.8,6778000
KK Nagar,2498,153,4,2,6,Partial,Yes,Commercial,NoSeWa,Paved,RL,3,3.1,19200260
Karapakkam,830,93,1,1,2,Partial,No,House,AllPub,No Access,I,3,2.2,4242000
Karapakkam,1459,155,2,2,4,AbNormal,Yes,Others,NoSewr ,Gravel,RM,3.6,2.5,10388375
Chrompet,820,16,1,1,3,AdjLand,No,House,AllPub,Gravel,RL,3,4.5,8254700
KK Nagar,2434,28,4,2,6,Partial,Yes,Others,NoSeWa,Gravel,RM,2.1,2.1,14361720
Karapakkam,1647,61,2,2,4,Family,Yes,House,NoSewr ,No Access,RM,3.7,4.8,9499000
Karapakkam,847,36,1,1,2,Family,Yes,House,NoSeWa,No Access,RM,2.7,3.5,6814000
Anna Nagar,1863,132,2,1,5,Partial,Yes,Others,AllPub,Paved,RM,3.5,3.4,15082700
Adyar,1080,171,1,1,3,Partial,Yes,Others,NoSewr ,Paved,RL,4.3,3.5,10546405
Chrompet,1292,6,2,1,4,Partial,No,House,ELO,Paved,RM,2.6,3.3,9746100
KK Nagar,1883,97,3,2,5,Family,Yes,Others,AllPub,Gravel,RH,4.9,4.3,11447860
Velachery,1748,76,2,1,4,Family,No,Others,ELO,No Access,RM,4.1,3.8,9516880
Karapakkam,1621,9,2,2,4,Normal Sale,No,Others,NoSewr ,Paved,I,4.7,4.5,7580125
KK Nagar,2061,64,3,2,5,Family,Yes,House,NoSeWa,Paved,RL,4.6,3.7,11373980
Velachery,1521,78,2,1,4,AdjLand,No,Commercial,NoSeWa,No Access,RL,2.1,2.1,12842120
Chrompet,839,71,1,1,3,Family,Yes,Commercial,AllPub,Gravel,RH,2.8,4.6,11650250
Chrompet,1296,170,2,1,4,AbNormal,No,House,NoSewr ,Gravel,RH,3.5,4.8,9576550
Chrompet,1027,4,1,1,3,Normal Sale,Yes,Others,ELO,No Access,RL,4.9,2.8,9265490
KK Nagar,1921,28,3,2,5,AdjLand,No,Others,AllPub,Paved,RL,3.7,3.4,11354960
Adyar,855,117,1,1,3,Normal Sale,Yes,House,ELO,Gravel,I,3.5,2.9,7815055
Velachery,1857,170,3,2,5,Partial,Yes,Others,ELO,No Access,RL,4,2,10188470
Chrompet,920,67,1,1,3,Normal Sale,Yes,Others,AllPub,Paved,RL,3.2,2.9,9211400
Velachery,1781,109,2,1,4,Normal Sale,No,Commercial,AllPub,No Access,C,4.4,3.2,12296550
Anna Nagar,1658,110,1,1,4,Partial,No,House,NoSeWa,No Access,RH,4.3,3.9,9615130
Karapakkam,1611,28,2,2,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.4,2.1,12699000
KK Nagar,1339,26,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RM,3.5,3.8,11084700
Karapakkam,876,140,1,1,2,Family,Yes,Others,NoSeWa,Paved,RH,4.6,3.5,6763000
Velachery,1880,149,3,2,5,Normal Sale,No,Commercial,NoSeWa,No Access,RL,4.2,3.7,15074080
Karapakkam,1227,95,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,A,4.1,2.4,4969250
Chrompet,918,99,1,1,3,Normal Sale,No,Others,ELO,Paved,RM,4.8,3.6,8745660
Chrompet,750,78,1,1,2,Partial,Yes,Commercial,ELO,Paved,RL,2,4,10428000
Anna Nagar,1631,137,1,1,4,Family,No,House,NoSeWa,Paved,RH,4.8,4.9,10323980
Karapakkam,782,71,1,1,2,Family,No,House,NoSeWa,Gravel,I,4.7,4.2,4842750
Chrompet,1258,73,2,1,4,AdjLand,Yes,Others,NoSewr ,No Access,RM,4.9,3.4,11154910
T Nagar,1536,5,1,1,4,AdjLand,Yes,Others,AllPub,No Access,RH,3.8,3.1,12754890
Karapakkam,643,167,1,1,2,Normal Sale,No,Commercial,AllPub,No Access,RL,2.2,3.6,6501000
Adyar,919,111,1,1,3,Family,Yes,Others,AllPub,No Access,RH,3,4.9,8802735
Karapakkam,1180,81,1,1,3,Partial,No,Others,NoSeWa,Gravel,RM,2.3,3.4,8366750
Adyar,1167,15,1,1,3,AdjLand,No,Others,NoSeWa,No Access,RM,4.7,2.9,10474605
Velachery,1698,47,2,1,4,AbNormal,Yes,Others,AllPub,Paved,RH,4.7,3.9,10509330
Adyar,1051,38,1,1,3,AdjLand,No,Others,ELO,Gravel,C,2.6,3.4,8090620
Chrompet,881,79,1,1,3,AdjLand,No,Others,NoSewr ,Gravel,RH,4.4,4.7,8734920
Karapakkam,1042,82,1,1,3,AdjLand,Yes,House,ELO,Paved,I,3,2.7,6369250
Velachery,1954,24,3,2,5,Family,No,House,AllPub,Gravel,I,4.7,4.9,9484440
Adyar,919,147,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RM,2.6,4.7,9310300
Karapakkam,1287,19,1,1,3,AdjLand,No,Commercial,NoSewr ,Paved,C,2.1,4.4,9260750
Anna Nagar,1793,90,1,1,4,Partial,Yes,House,NoSewr ,Paved,RL,5,3.5,13186280
KK Nagar,1814,159,3,2,5,Partial,Yes,Commercial,AllPub,Paved,RM,2.5,3.3,16271740
Velachery,1889,117,3,2,5,AbNormal,No,House,NoSeWa,No Access,C,5,2.2,7311370
Velachery,1642,80,2,1,4,Partial,No,Commercial,NoSewr ,No Access,I,2.4,2.6,11653680
Velachery,1910,28,3,2,5,AdjLand,No,Commercial,NoSewr ,Gravel,I,2.1,3.3,15831550
Chrompet,990,11,1,1,3,Partial,No,House,NoSeWa,No Access,RL,2.6,4.2,7302250
KK Nagar,1842,150,3,2,5,AbNormal,Yes,Others,NoSeWa,Paved,RM,4.1,2.2,11904740
Karapakkam,825,50,1,1,2,Partial,No,Commercial,NoSewr ,Gravel,RM,4.9,3.4,9305750
Chrompet,802,157,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,3.9,2.2,8657100
Karapakkam,858,160,1,1,2,Normal Sale,No,Others,AllPub,Gravel,C,2.6,3.3,5601750
KK Nagar,1499,130,2,1,4,Normal Sale,Yes,Others,NoSewr ,Paved,RH,3.3,4.3,9789220
Anna Nagar,1828,26,2,1,5,Partial,Yes,Commercial,AllPub,No Access,RM,2.3,3.2,20581330
Chrompet,717,100,1,1,2,Family,Yes,House,NoSewr ,Gravel,RH,3.5,2.8,7725200
Karapakkam,504,133,1,1,2,Family,No,Others,AllPub,Gravel,RM,4.8,2.1,7019000
Anna Nagar,1823,11,2,1,5,Partial,Yes,House,ELO,Gravel,RL,2.5,3.3,13410030
KK Nagar,1721,33,2,1,4,Normal Sale,Yes,House,AllPub,Paved,RL,3,2.3,10199400
T Nagar,1734,28,1,1,4,AbNormal,No,Commercial,NoSewr ,Paved,RL,2.4,4,18918950
Chrompet,787,147,1,1,2,Partial,Yes,Commercial,ELO,Gravel,RM,3.9,2.2,11703450
Chrompet,1265,30,2,1,4,AdjLand,No,House,ELO,Gravel,RL,2.1,2.6,9735200
Velachery,1967,142,3,2,5,AbNormal,No,House,AllPub,Paved,RM,2.8,2.2,10826810
Chrompet,1008,148,1,1,3,AdjLand,Yes,Commercial,NoSewr ,Paved,RH,3.3,4.2,12894500
Chrompet,1120,166,1,1,3,Partial,Yes,Commercial,ELO,No Access,RM,5,4.3,13208750
Anna Nagar,1952,53,2,1,5,AdjLand,Yes,Commercial,AllPub,No Access,RH,3.9,2.4,21026890
Karapakkam,1100,199,1,1,3,AdjLand,No,Others,NoSewr ,Gravel,A,3.9,5,5438750
Adyar,1098,18,1,1,3,Partial,Yes,House,AllPub,Gravel,RM,2.1,2.2,10556410
KK Nagar,1470,3,2,1,4,AbNormal,No,House,NoSewr ,Gravel,RL,4,2.7,9163340
Chrompet,970,152,1,1,3,Partial,Yes,House,ELO,No Access,RH,3,3.3,7463750
KK Nagar,1432,111,2,1,4,AdjLand,Yes,Others,NoSewr ,Gravel,RM,3.8,4.6,11489580
Karapakkam,790,119,1,1,2,AdjLand,No,Commercial,AllPub,Paved,A,4.9,2,6102500
Chrompet,1149,52,1,1,3,AdjLand,No,Commercial,AllPub,Paved,RL,2.6,2.5,13734350
Chrompet,762,154,1,1,2,AbNormal,No,House,NoSewr ,Paved,RL,2.1,3.6,7037100
Chrompet,847,6,1,1,3,Family,Yes,House,AllPub,Paved,RM,4.2,2.4,8931450
Velachery,1954,131,3,2,5,Normal Sale,Yes,House,AllPub,Gravel,C,4.9,4.8,10151490
KK Nagar,2232,172,4,2,6,Normal Sale,Yes,Others,NoSeWa,Gravel,RM,3.3,3.6,14074260
Anna Nagar,1587,37,1,1,4,Family,Yes,Commercial,AllPub,No Access,RH,4.9,3.8,17529450
T Nagar,1891,100,2,1,5,Family,Yes,Commercial,AllPub,Paved,RH,3.6,4.9,21327550
KK Nagar,1916,193,3,2,5,Family,No,Others,AllPub,Gravel,RH,2.8,4.5,10655980
Velachery,1622,62,2,1,4,Partial,Yes,Others,NoSewr ,Paved,RL,4.1,2.3,10581870
Velachery,1812,41,3,2,5,AbNormal,No,Commercial,AllPub,Paved,RH,2.3,4.2,15074740
Adyar,1010,121,1,1,3,Partial,Yes,Others,NoSeWa,No Access,RM,3.6,3.6,9817500
T Nagar,1526,80,1,1,4,Normal Sale,Yes,Commercial,AllPub,No Access,RH,4.2,3.9,17673370
Chrompet,775,34,1,1,2,Normal Sale,No,House,NoSeWa,Gravel,RH,2.2,2.2,6603250
Karapakkam,1239,78,1,1,3,Family,Yes,Others,AllPub,No Access,A,3.1,4.7,5947625
Anna Nagar,1538,94,1,1,4,AbNormal,No,House,NoSewr ,No Access,RH,2.7,3,9593040
Anna Nagar,1853,142,2,1,5,Normal Sale,No,Commercial,ELO,Paved,RM,3.5,2.5,20525170
Velachery,1536,37,2,1,4,Family,Yes,Commercial,ELO,No Access,RH,3.2,5,12946730
KK Nagar,2241,10,4,2,6,Family,Yes,House,AllPub,Paved,RM,4.2,4.5,12561300
Velachery,1709,153,2,1,4,Partial,Yes,House,NoSeWa,Paved,C,4.1,4.1,8133770
Chrompet,1282,137,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,RM,2.1,4.9,15195200
Karapakkam,1319,55,1,1,3,Normal Sale,No,House,NoSeWa,No Access,C,4.7,3.7,4746500
Adyar,994,14,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RM,3.9,2.6,10381895
Chrompet,782,192,1,1,2,Partial,No,Others,AllPub,Paved,RL,3.2,3.8,7344340
KK Nagar,2235,21,4,2,6,AdjLand,No,Commercial,NoSeWa,Paved,RM,3.8,4.2,18201340
Adyar,650,159,1,1,2,AdjLand,Yes,House,NoSewr ,Paved,RM,3.9,3.7,9080015
Anna Nagar,1677,55,1,1,4,Family,No,House,AllPub,Paved,RH,2.1,2,10617090
Adyar,684,82,1,1,2,Family,No,Others,NoSeWa,Paved,A,4.1,2.4,4575925
Chrompet,1128,41,1,1,3,Partial,Yes,House,AllPub,No Access,RM,4.6,3.5,9805150
KK Nagar,1360,157,2,1,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,2.3,4.2,12623360
Chrompet,895,193,1,1,3,AbNormal,Yes,Others,NoSeWa,Gravel,RL,2,4.5,9533400
Chrompet,1227,104,2,1,4,Normal Sale,Yes,Others,ELO,Paved,RL,3.7,3,10499240
T Nagar,1720,187,1,1,4,Family,No,House,NoSewr ,Paved,RH,3.9,2.3,11440690
Karapakkam,1003,42,1,1,3,AdjLand,No,House,ELO,Paved,RL,4,4.9,7064250
KK Nagar,2114,106,3,2,5,AbNormal,No,Commercial,NoSeWa,Gravel,RL,5,4.8,16929800
Chrompet,973,155,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RH,2.7,3.3,8457350
Velachery,1655,139,2,1,4,AdjLand,Yes,House,NoSewr ,Paved,C,3.6,4.2,8725740
Adyar,910,141,1,1,3,Normal Sale,No,House,NoSewr ,Gravel,C,2.5,2.5,6513570
Adyar,840,97,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RM,2.7,3.3,8572425
KK Nagar,1835,194,3,2,5,Family,No,Commercial,NoSeWa,Paved,RM,3.9,4.4,15493260
Chrompet,1001,1,1,1,3,AdjLand,No,Others,AllPub,Gravel,RL,2.3,2.2,9724320
Anna Nagar,1646,94,1,1,4,AbNormal,Yes,Commercial,AllPub,Paved,RM,3.8,4.3,20519100
Chrompet,907,38,1,1,3,AdjLand,No,Others,ELO,Gravel,RL,4.5,4.4,8947040
Adyar,809,171,1,1,3,Partial,Yes,Others,ELO,Paved,RL,2.5,4.3,9043635
Chrompet,1278,99,2,1,4,Normal Sale,No,Commercial,AllPub,Gravel,RL,2.1,3.7,14597300
Chrompet,1051,66,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,RL,3.9,3.4,9310120
Adyar,1054,59,1,1,3,Normal Sale,No,Others,NoSewr ,No Access,I,2.8,3.9,7740080
Karapakkam,971,161,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,C,3,4.5,8878250
KK Nagar,1956,103,3,2,5,Normal Sale,No,Commercial,AllPub,Gravel,RM,4.4,3.3,16677180
Anna Nagar,1921,106,2,1,5,AdjLand,Yes,Others,NoSeWa,No Access,RL,2.5,3.4,14301080
Karapakkam,947,102,1,1,3,AbNormal,Yes,Others,NoSeWa,Gravel,A,4.4,3.3,5523875
Velachery,1514,67,2,1,4,Normal Sale,Yes,Others,AllPub,No Access,C,2.1,4.9,7932350
Karapakkam,1125,176,1,1,3,AbNormal,No,Commercial,ELO,No Access,RH,2.6,3.4,8072750
Karapakkam,1394,60,2,2,4,AdjLand,Yes,House,AllPub,No Access,I,2.7,3.1,6962250
Karapakkam,1609,60,2,2,4,Family,No,Commercial,AllPub,Paved,RM,2.8,3,12977000
T Nagar,1916,166,2,1,5,Partial,No,House,ELO,Gravel,RL,4.3,3.6,13174940
Chrompet,1015,24,1,1,3,Normal Sale,No,House,NoSeWa,No Access,RL,4.4,3,7742000
Chrompet,835,124,1,1,3,Partial,No,Others,NoSewr ,Paved,RH,5,2.7,6996450
Anna Nagar,1617,128,1,1,4,Normal Sale,No,House,AllPub,No Access,RM,2.8,3.1,11367820
T Nagar,1901,75,2,1,5,Normal Sale,No,House,NoSeWa,Gravel,RM,4.7,3.8,14001530
Anna Nagar,1548,81,1,1,4,Partial,Yes,Commercial,ELO,Paved,RM,4.6,5,18598580
Anna Nagar,1660,50,1,1,4,Family,Yes,House,NoSeWa,No Access,RL,4.9,2.8,11618510
Karapakkam,890,163,1,1,3,AdjLand,Yes,Others,ELO,Gravel,C,3.1,2,6715750
Chrompet,956,134,1,1,3,Family,Yes,Commercial,AllPub,Paved,RH,3,2.5,11844950
Velachery,1841,37,3,2,5,AdjLand,Yes,House,AllPub,Gravel,RL,3.5,4.3,11492190
Chrompet,1280,185,2,1,4,Family,No,Commercial,NoSeWa,No Access,RM,3.6,2.4,14153850
Anna Nagar,1636,66,1,1,4,Family,Yes,Others,NoSewr ,No Access,RM,3.5,3.7,13483830
KK Nagar,2204,126,3,2,5,Normal Sale,Yes,Others,NoSeWa,Paved,RH,4.7,3.4,12257060
Karapakkam,1203,199,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,A,3.2,4.6,6016875
Chrompet,1122,33,1,1,3,AdjLand,No,House,ELO,Paved,RH,2.1,3.5,8015800
Anna Nagar,1574,78,1,1,4,Partial,No,House,ELO,Gravel,RL,2.5,2,11003670
KK Nagar,1374,172,2,1,4,Normal Sale,No,House,AllPub,Gravel,RM,2.3,4.6,9741520
Velachery,1746,163,2,1,4,Normal Sale,Yes,Commercial,ELO,Paved,C,2.9,2.9,13626420
Karapakkam,1370,193,2,2,4,Family,Yes,House,ELO,Gravel,I,4.2,2.1,7633500
Karapakkam,1362,27,2,2,4,AbNormal,No,House,NoSewr ,Gravel,C,2.4,2.6,5878000
Anna Nagar,1897,148,2,1,5,Normal Sale,No,Commercial,NoSewr ,Gravel,RH,4.1,3.3,20738440
Chrompet,1020,80,1,1,3,Normal Sale,No,House,NoSewr ,Paved,RL,4.2,3.4,8000250
Chrompet,897,79,1,1,3,AdjLand,Yes,House,AllPub,No Access,RM,2.2,5,8897050
Adyar,1023,198,1,1,3,Family,No,Commercial,AllPub,Gravel,I,3.5,2.7,12114895
Karapakkam,1344,100,2,2,4,Partial,Yes,Others,NoSewr ,Paved,RM,4.4,4.9,9341250
Anna Nagar,1689,96,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RL,3.3,4.9,20514620
Velachery,1764,28,2,1,4,AdjLand,No,Commercial,AllPub,No Access,RM,4.5,3.4,14687760
KK Nagar,1820,84,3,2,5,Normal Sale,Yes,House,AllPub,Paved,RL,3.6,2.4,11095100
Chrompet,987,39,1,1,3,Normal Sale,Yes,House,AllPub,Gravel,RM,3.6,2.7,10646600
T Nagar,1688,171,1,1,4,Partial,Yes,House,NoSewr ,No Access,RM,4.6,4,12872810
Anna Nagar,1908,164,2,1,5,AdjLand,No,House,AllPub,No Access,RH,2,4.7,12114050
Chrompet,1078,54,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RL,3.2,4.9,9348350
Karapakkam,1637,100,2,2,4,AbNormal,Yes,House,ELO,Paved,RM,4,2.6,9407500
Adyar,1019,87,1,1,3,AbNormal,Yes,House,NoSeWa,Paved,RH,2.6,4.9,8963715
Chrompet,1198,7,1,1,3,Partial,Yes,Commercial,ELO,No Access,RL,2,3.4,13163050
Chrompet,1002,45,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,5,3.8,12654700
Karapakkam,1088,176,1,1,3,Family,No,Commercial,ELO,Gravel,I,2.4,5,8482500
Anna Nagar,1703,101,1,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4.5,3.9,20989850
Chrompet,946,190,1,1,3,AbNormal,Yes,House,NoSeWa,Paved,RH,3.9,3.6,8275800
Velachery,1983,6,3,2,5,Partial,No,Commercial,ELO,Paved,A,4.8,3.4,13291100
